날짜,Dubai,Brent,WTI,평균,평균-30
2010-01-03,78.27,80.12,81.51,79.97,
2010-01-04,79.83,80.59,81.77,80.73,
2010-01-05,79.92,81.89,83.18,81.66,
2010-01-06,80.76,81.51,82.66,81.64,
2010-01-07,80.34,81.37,82.75,81.49,
2010-01-10,81.35,80.97,82.52,81.61,
2010-01-11,80.04,79.3,80.79,80.04,
2010-01-12,77.94,78.31,79.65,78.63,
2010-01-13,78.45,77.82,79.39,78.55,
2010-01-14,77.55,77.11,78.0,77.55,
2010-01-17,76.45,77.1,,76.78,
2010-01-18,76.17,77.63,79.02,77.61,
2010-01-19,76.5,76.32,77.62,76.81,
2010-01-20,75.96,74.58,76.08,75.54,
2010-01-21,74.45,72.83,74.54,73.94,
2010-01-24,72.32,73.69,75.26,73.76,
2010-01-25,72.34,73.29,74.71,73.45,
2010-01-26,72.38,72.24,73.67,72.76,
2010-01-27,72.3,72.13,73.64,72.69,
2010-01-28,71.59,71.46,72.89,71.98,
2010-01-31,71.28,73.11,74.43,72.94,
2010-02-01,72.91,76.06,77.23,75.4,
2010-02-02,76.0,75.92,76.98,76.3,
2010-02-03,74.78,72.13,73.14,73.35,
2010-02-04,70.62,69.59,71.19,70.47,
2010-02-07,69.46,70.11,71.89,70.49,
2010-02-08,70.06,72.13,73.75,71.98,
2010-02-09,71.39,72.54,74.52,72.82,
2010-02-10,72.31,73.05,75.28,73.55,
2010-02-11,72.81,72.9,74.13,73.28,
2010-02-14,,72.51,,72.51,-0.093285
2010-02-15,,75.68,77.01,76.34,-0.054379
2010-02-16,75.07,76.27,77.33,76.22,-0.066618
2010-02-17,74.03,77.78,79.06,76.96,-0.057325
2010-02-18,74.99,78.19,79.81,77.66,-0.047
2010-02-21,76.65,78.61,80.16,78.47,-0.038476
2010-02-22,76.66,77.25,78.86,77.59,-0.03061
2010-02-23,75.41,78.09,80.0,77.83,-0.010174
2010-02-24,76.0,76.29,78.17,76.82,-0.022024
2010-02-25,74.29,77.59,79.66,77.18,-0.004771
2010-02-28,76.5,76.89,78.7,77.36,0.007554
2010-03-01,75.16,78.18,79.68,77.67,0.000773
2010-03-02,76.09,79.25,80.87,78.74,0.025127
2010-03-03,76.6,78.54,80.21,78.45,0.038523
2010-03-04,77.05,79.89,81.5,79.48,0.074926
2010-03-07,78.18,80.47,81.87,80.17,0.086903
2010-03-08,77.65,79.91,81.49,79.68,0.08482
2010-03-09,77.52,80.48,82.09,80.03,0.099918
2010-03-10,77.87,80.28,82.11,80.09,0.101802
2010-03-11,78.31,79.39,81.24,79.65,0.106557
2010-03-14,77.35,77.89,79.8,78.35,0.074171
2010-03-15,75.81,79.02,81.7,78.84,0.045623
2010-03-16,77.95,81.96,82.93,80.95,0.060944
2010-03-17,77.67,81.48,82.2,80.45,0.096796
2010-03-18,78.09,79.88,80.68,79.55,0.128849
2010-03-21,76.65,80.54,81.25,79.48,0.127536
2010-03-22,77.47,80.7,81.91,80.03,0.111837
2010-03-23,77.45,79.62,80.61,79.23,0.088025
2010-03-24,77.27,79.61,80.53,79.14,0.076003
2010-03-25,77.67,79.29,80.0,78.99,0.07792
2010-03-28,77.35,81.17,82.17,80.23,0.106468
2010-03-29,78.56,81.28,82.37,80.74,0.057637
2010-03-30,78.71,82.7,83.76,81.72,0.07216
2010-03-31,80.14,84.01,84.87,83.01,0.078612
2010-04-04,82.3,85.88,86.62,84.93,0.093613
2010-04-05,83.2,86.15,86.84,85.4,0.088314
2010-04-06,83.63,85.59,85.88,85.03,0.095889
2010-04-07,83.55,84.81,85.39,84.58,0.086727
2010-04-08,83.7,84.83,84.92,84.48,0.099714
2010-04-11,83.57,84.77,84.34,84.23,0.091345
2010-04-12,82.98,84.72,84.05,83.92,0.084798
2010-04-13,83.48,86.15,85.84,85.16,0.096434
2010-04-14,84.41,87.17,85.51,85.7,0.088392
2010-04-15,84.86,85.99,83.24,84.7,0.079669
2010-04-18,82.47,84.23,81.45,82.72,0.040765
2010-04-19,83.16,84.8,83.45,83.8,0.045279
2010-04-20,83.46,85.7,83.68,84.28,0.057731
2010-04-21,84.06,85.67,83.7,84.48,0.055604
2010-04-22,83.74,87.25,85.12,85.37,0.065926
2010-04-25,85.4,86.83,84.2,85.48,0.073195
2010-04-26,84.67,85.78,82.44,84.3,0.075941
2010-04-27,83.38,86.16,83.22,84.25,0.06862
2010-04-28,84.6,86.9,85.17,85.56,0.056949
2010-04-29,85.78,87.44,86.15,86.46,0.074705
2010-05-02,86.13,88.94,86.19,87.09,0.094783
2010-05-03,87.4,85.67,82.74,85.27,0.072849
2010-05-04,83.98,82.61,79.97,82.19,0.02699
2010-05-05,81.38,79.83,77.11,79.44,0.002651
2010-05-06,79.24,78.27,75.11,77.54,-0.020217
2010-05-09,80.76,80.12,76.8,79.23,0.003038
2010-05-10,79.28,80.49,76.37,78.71,-0.018946
2010-05-11,80.97,81.2,75.65,79.27,-0.018207
2010-05-12,81.35,80.11,74.4,78.62,-0.037934
2010-05-13,79.23,77.18,71.61,76.01,-0.084327
2010-05-16,75.89,75.1,70.08,73.69,-0.132344
2010-05-17,75.22,74.43,69.41,73.02,-0.144965
2010-05-18,72.28,73.69,69.87,71.95,-0.153828
2010-05-19,72.22,71.84,68.01,70.69,-0.164223
2010-05-20,69.7,71.68,70.04,70.47,-0.165838
2010-05-23,70.22,71.17,70.21,70.53,-0.16265
2010-05-24,68.28,69.55,68.75,68.86,-0.179457
2010-05-25,69.19,71.74,71.51,70.81,-0.168506
2010-05-26,70.85,74.66,74.55,73.35,-0.144107
2010-05-27,,74.02,73.97,74.0,-0.126328
2010-05-30,73.32,74.65,,73.98,-0.105658
2010-05-31,72.11,72.71,72.58,72.47,-0.135203
2010-06-01,71.85,73.75,72.86,72.82,-0.135975
2010-06-02,74.45,75.41,74.61,74.82,-0.114347
2010-06-03,75.08,72.09,71.51,72.89,-0.146187
2010-06-06,70.86,72.12,71.44,71.47,-0.163898
2010-06-07,71.78,72.3,71.99,72.02,-0.14567
2010-06-08,71.55,74.27,74.38,73.4,-0.128783
2010-06-09,72.91,75.29,75.48,74.56,-0.128565
2010-06-10,74.03,74.35,73.78,74.05,-0.143535
2010-06-13,74.64,75.2,75.12,74.99,-0.138937
2010-06-14,73.84,76.2,76.94,75.66,-0.112701
2010-06-15,74.89,78.14,77.67,76.9,-0.064363
2010-06-16,76.2,78.68,76.79,77.22,-0.027946
2010-06-17,76.11,78.22,77.18,77.17,-0.004772
2010-06-20,77.0,78.82,77.82,77.88,-0.017039
2010-06-21,75.76,78.04,77.21,77.0,-0.021725
2010-06-22,75.76,76.27,76.35,76.13,-0.039611
2010-06-23,73.77,76.47,76.51,75.58,-0.038667
2010-06-24,73.9,78.12,78.86,76.96,0.012498
2010-06-27,75.7,77.59,78.25,77.18,0.047361
2010-06-28,73.7,75.44,75.94,75.03,0.027527
2010-06-29,73.14,75.01,75.63,74.59,0.036692
2010-06-30,71.85,72.34,72.95,72.38,0.023907
2010-07-01,70.52,71.65,72.14,71.44,0.013765
2010-07-04,69.88,71.47,,70.68,0.002127
2010-07-05,70.06,71.45,71.98,71.16,0.033401
2010-07-06,69.29,73.51,74.07,72.29,0.020901
2010-07-07,72.08,74.71,75.44,74.08,0.009952
2010-07-08,73.21,75.42,76.09,74.91,0.012297
2010-07-11,72.68,74.37,74.95,74.0,0.00027
2010-07-12,71.69,76.65,77.15,75.16,0.037119
2010-07-13,74.15,76.77,77.04,75.99,0.043532
2010-07-14,73.63,76.19,76.62,75.48,0.008821
2010-07-15,73.41,75.37,76.01,74.93,0.027987
2010-07-18,72.68,75.62,76.54,74.95,0.048692
2010-07-19,73.16,76.22,77.44,75.61,0.049847
2010-07-20,73.66,75.37,76.56,75.2,0.024523
2010-07-21,72.43,77.82,79.3,76.52,0.026288
2010-07-22,74.58,77.45,78.98,77.0,0.039838
2010-07-25,73.68,77.5,78.98,76.72,0.02307
2010-07-26,74.36,76.13,77.5,76.0,0.004494
2010-07-27,73.18,76.06,76.99,75.41,-0.019376
2010-07-28,73.4,77.59,78.36,76.45,-0.009972
2010-07-29,73.75,78.18,78.95,76.96,-0.002721
2010-08-01,76.01,80.82,81.34,79.39,0.019389
2010-08-02,77.22,82.68,82.55,80.82,0.04961
2010-08-03,78.22,82.2,82.47,80.96,0.063444
2010-08-04,78.59,81.61,82.01,80.74,0.068272
2010-08-05,78.43,80.16,80.7,79.76,0.036383
2010-08-08,,80.99,81.48,81.24,0.052604
2010-08-09,77.13,79.6,80.25,78.99,0.052779
2010-08-10,76.22,77.64,78.02,77.29,0.036198
2010-08-11,74.28,75.52,75.74,75.18,0.038685
2010-08-12,73.14,75.11,75.39,74.55,0.043533
2010-08-15,72.5,74.85,75.24,74.2,0.049802
2010-08-16,73.04,76.93,75.77,75.25,0.057476
2010-08-17,73.58,76.47,75.42,75.16,0.039701
2010-08-18,74.03,75.3,74.43,74.59,0.006884
2010-08-19,72.68,74.26,73.46,73.47,-0.019223
2010-08-22,71.65,73.62,73.1,72.79,-0.016351
2010-08-23,70.62,72.38,71.63,71.54,-0.048164
2010-08-24,70.58,73.48,72.52,72.19,-0.050007
2010-08-25,71.43,75.02,73.36,73.27,-0.029279
2010-08-26,72.08,76.65,75.17,74.63,-0.004004
2010-08-29,73.43,76.6,74.7,74.91,-0.000534
2010-08-30,72.76,74.64,71.92,73.11,-0.033064
2010-08-31,72.89,76.35,73.91,74.38,-0.010904
2010-09-01,73.81,76.93,75.02,75.25,-0.016597
2010-09-02,74.25,76.67,74.6,75.17,-0.023766
2010-09-05,74.36,76.87,,75.62,-0.014338
2010-09-06,73.74,77.74,74.09,75.19,-0.010658
2010-09-07,74.58,78.17,74.67,75.81,0.005304
2010-09-08,75.33,77.47,74.25,75.68,-0.010072
2010-09-09,,78.16,76.45,77.31,0.004548
2010-09-12,75.42,79.03,77.19,77.21,-0.027459
2010-09-13,75.89,79.16,76.8,77.28,-0.043801
2010-09-14,75.91,78.91,76.02,76.95,-0.049531
2010-09-15,76.25,78.48,74.57,76.43,-0.053381
2010-09-16,76.26,78.21,73.66,76.04,-0.04664
2010-09-19,75.43,79.32,74.86,76.54,-0.057853
2010-09-20,76.37,78.42,73.52,76.1,-0.036587
2010-09-21,75.38,77.95,74.71,76.01,-0.016561
2010-09-22,74.8,78.11,75.18,76.03,0.011306
2010-09-23,75.07,78.87,76.49,76.81,0.030315
2010-09-26,75.83,78.57,76.52,76.97,0.037332
2010-09-27,74.67,78.71,76.18,76.52,0.016877
2010-09-28,75.79,80.77,77.86,78.14,0.039649
2010-09-29,77.24,82.31,79.97,79.84,0.070385
2010-09-30,79.7,83.75,81.58,81.68,0.111746
2010-10-03,80.09,83.28,81.47,81.61,0.12117
2010-10-04,80.15,84.84,82.82,82.6,0.154599
2010-10-05,81.58,85.06,83.23,83.29,0.153761
2010-10-06,82.0,83.43,81.67,82.37,0.124198
2010-10-07,79.58,84.03,82.66,82.09,0.09996
2010-10-10,80.92,83.72,82.21,82.28,0.098385
2010-10-11,79.79,83.5,81.67,81.65,0.11681
2010-10-12,81.21,84.64,83.01,82.95,0.115219
2010-10-13,81.58,84.53,82.69,82.93,0.10206
2010-10-14,80.72,82.45,81.25,81.47,0.08381
2010-10-17,78.65,84.37,83.08,82.03,0.084766
2010-10-18,80.77,81.1,79.49,80.45,0.069956
2010-10-19,78.95,83.6,81.77,81.44,0.074265
2010-10-20,80.39,81.83,80.56,80.93,0.069371
2010-10-21,79.06,82.96,81.69,81.24,0.050834
2010-10-24,80.96,83.54,82.52,82.34,0.066442
2010-10-25,79.96,83.66,82.55,82.06,0.061853
2010-10-26,79.83,83.23,81.94,81.67,0.061339
2010-10-27,80.23,83.59,82.18,82.0,0.072877
2010-10-28,79.86,83.15,81.43,81.48,0.071541
2010-10-31,80.53,84.62,82.95,82.7,0.080481
2010-11-01,82.24,85.41,83.9,83.85,0.10184
2010-11-02,82.9,86.38,84.69,84.66,0.113801
2010-11-03,84.7,88.0,86.49,86.4,0.136394
2010-11-04,,88.11,86.85,87.48,0.138914
2010-11-07,85.04,88.46,87.06,86.85,0.128362
2010-11-08,85.41,88.33,86.72,86.82,0.134605
2010-11-09,85.71,88.96,87.81,87.49,0.119657
2010-11-10,86.57,88.81,87.81,87.73,0.098823
2010-11-11,84.6,86.34,84.88,85.27,0.043952
2010-11-14,84.43,86.7,84.86,85.33,0.045583
2010-11-15,83.88,84.73,82.34,83.65,0.012712
2010-11-16,,83.28,80.44,81.86,-0.017169
2010-11-17,81.98,85.05,81.85,82.96,0.007163
2010-11-18,82.94,84.34,81.51,82.93,0.010233
2010-11-21,83.03,83.96,81.74,82.91,0.007657
2010-11-22,81.34,83.25,81.25,81.95,0.003674
2010-11-23,81.31,85.84,83.86,83.67,0.00868
2010-11-24,83.3,86.1,,84.7,0.021343
2010-11-25,83.23,85.58,83.76,84.19,0.033387
2010-11-28,83.99,87.34,85.73,85.69,0.044618
2010-11-29,84.53,85.92,84.11,84.85,0.054692
2010-11-30,84.07,88.87,86.75,86.56,0.062868
2010-12-01,86.16,90.69,88.0,88.28,0.090819
2010-12-02,87.0,91.42,89.19,89.2,0.097981
2010-12-05,88.52,91.45,89.38,89.78,0.090357
2010-12-06,88.27,91.39,88.69,89.45,0.090056
2010-12-07,87.37,90.77,88.28,88.81,0.087425
2010-12-08,88.8,90.99,88.37,89.39,0.090122
2010-12-09,88.66,90.48,87.79,88.98,0.092047
2010-12-12,88.74,91.19,88.61,89.51,0.082346
2010-12-13,88.89,91.21,88.28,89.46,0.066905
2010-12-14,88.26,92.2,88.62,89.69,0.059414
2010-12-15,89.6,91.71,87.7,89.67,0.037847
2010-12-16,89.58,91.67,88.02,89.76,0.026063
2010-12-19,89.34,92.74,88.81,90.3,0.039724
2010-12-20,90.62,93.2,89.82,91.21,0.050564
2010-12-21,90.63,93.65,90.48,91.59,0.046862
2010-12-22,90.39,94.25,91.51,92.05,0.049242
2010-12-23,91.58,93.77,,92.68,0.0869
2010-12-26,,93.85,91.0,92.42,0.083089
2010-12-27,90.62,94.38,91.49,92.16,0.101733
2010-12-28,90.56,94.14,91.12,91.94,0.123137
2010-12-29,90.35,93.09,89.84,91.09,0.097999
2010-12-30,88.8,94.75,91.38,91.64,0.105028
2011-01-02,,94.84,91.55,93.2,0.12411
2011-01-03,91.59,93.53,89.38,91.5,0.116534
2011-01-04,89.7,95.5,90.3,91.83,0.097526
2011-01-05,92.0,94.52,88.38,91.63,0.081818
2011-01-06,90.35,93.33,88.03,90.57,0.075781
2011-01-09,90.32,95.7,89.25,91.76,0.070837
2011-01-10,91.82,97.61,91.11,93.51,0.102062
2011-01-11,94.23,98.12,91.86,94.74,0.094501
2011-01-12,93.85,98.06,91.4,94.44,0.069778
2011-01-13,93.23,98.68,91.54,94.48,0.059193
2011-01-16,93.01,97.43,,95.22,0.060593
2011-01-17,93.29,97.8,91.38,94.16,0.052655
2011-01-18,93.46,98.16,90.86,94.16,0.060241
2011-01-19,93.17,96.58,88.86,92.87,0.038931
2011-01-20,92.53,97.6,89.11,93.08,0.046078
2011-01-23,93.21,96.61,87.87,92.56,0.034074
2011-01-24,92.01,95.25,86.19,91.15,0.018891
2011-01-25,91.9,97.91,87.33,92.38,0.029992
2011-01-26,93.33,97.39,85.64,92.12,0.027322
2011-01-27,93.44,99.42,89.34,94.07,0.048017
2011-01-30,94.57,101.01,92.19,95.92,0.062237
2011-01-31,95.71,101.74,90.77,96.07,0.053284
2011-02-01,97.11,102.34,90.86,96.77,0.056556
2011-02-02,,101.76,90.54,96.15,0.044541
2011-02-03,,99.83,89.03,94.43,0.018882
2011-02-06,96.06,99.25,87.48,94.26,0.019909
2011-02-07,96.07,99.92,86.94,94.31,0.023329
2011-02-08,96.83,101.82,86.71,95.12,0.034588
2011-02-09,97.92,100.87,86.73,95.17,0.044791
2011-02-10,97.94,101.43,85.58,94.98,0.036447
2011-02-13,97.23,103.08,84.81,95.04,0.019742
2011-02-14,99.29,101.64,84.32,95.08,0.039126
2011-02-15,98.03,103.78,84.99,95.6,0.041054
2011-02-16,99.56,102.59,86.36,96.17,0.049547
2011-02-17,98.96,102.52,86.2,95.89,0.058739
2011-02-20,100.36,105.74,,103.05,0.123038
2011-02-21,103.72,105.78,93.57,101.02,0.080312
2011-02-22,104.33,111.25,98.1,104.56,0.103652
2011-02-23,110.77,111.36,97.28,106.47,0.127382
2011-02-24,107.0,112.14,97.88,105.67,0.118438
2011-02-27,107.41,111.8,96.97,105.39,0.106805
2011-02-28,106.44,115.42,99.63,107.16,0.138063
2011-03-01,109.04,116.35,102.23,109.21,0.159834
2011-03-02,109.82,114.79,101.91,108.84,0.171961
2011-03-03,110.65,115.97,104.42,110.35,0.185539
2011-03-06,111.18,115.04,105.44,110.55,0.19436
2011-03-07,109.09,113.06,105.02,109.06,0.196489
2011-03-08,108.45,115.94,104.38,109.59,0.186296
2011-03-09,110.55,115.43,102.7,109.56,0.189318
2011-03-10,108.3,113.84,101.16,107.77,0.145636
2011-03-13,105.97,113.67,101.19,106.94,0.114887
2011-03-14,105.82,108.52,97.18,103.84,0.080879
2011-03-15,104.19,110.62,97.98,104.26,0.0774
2011-03-16,106.1,114.9,101.42,107.47,0.117733
2011-03-17,110.11,113.93,101.07,108.37,0.147623
2011-03-20,108.75,114.96,102.33,108.68,0.152981
2011-03-21,108.44,115.7,104.0,109.38,0.159792
2011-03-22,109.65,115.55,105.75,110.32,0.159798
2011-03-23,109.42,115.72,105.6,110.25,0.158453
2011-03-24,109.41,115.59,105.4,110.13,0.159507
2011-03-27,108.66,114.8,103.98,109.15,0.148464
2011-03-28,107.92,115.16,104.79,109.29,0.149453
2011-03-29,108.72,115.13,104.27,109.37,0.144038
2011-03-30,109.4,117.36,106.72,111.16,0.15587
2011-03-31,111.08,118.7,107.94,112.57,0.173949
2011-04-03,112.7,121.06,108.47,114.08,0.107035
2011-04-04,113.54,122.22,108.34,114.7,0.135419
2011-04-05,115.05,122.3,108.83,115.39,0.103577
2011-04-06,115.22,122.67,110.3,116.06,0.090072
2011-04-07,116.86,126.65,112.79,118.77,0.123971
2011-04-10,118.32,123.98,109.92,117.41,0.114053
2011-04-11,116.22,120.92,106.25,114.46,0.068122
2011-04-12,113.55,122.88,107.11,114.51,0.04853
2011-04-13,115.71,122.36,108.11,115.39,0.06018
2011-04-14,114.82,123.45,109.66,115.98,0.051019
2011-04-17,115.88,121.61,107.12,114.87,0.039077
2011-04-18,113.7,121.33,108.15,114.39,0.048872
2011-04-19,115.6,123.85,111.45,116.97,0.067342
2011-04-20,117.31,123.99,112.29,117.86,0.075758
2011-04-24,117.57,123.66,112.28,117.84,0.09344
2011-04-25,117.04,124.14,112.21,117.8,0.101552
2011-04-26,117.4,125.13,112.76,118.43,0.140505
2011-04-27,119.23,125.02,112.86,119.04,0.141761
2011-04-28,118.35,125.89,113.93,119.39,0.110915
2011-05-01,,125.12,113.52,119.32,0.101043
2011-05-02,117.9,122.45,111.05,117.13,0.077751
2011-05-03,114.44,121.19,109.24,114.96,0.051015
2011-05-04,114.4,110.8,99.8,108.33,-0.018038
2011-05-05,100.48,109.13,97.18,102.26,-0.072472
2011-05-08,105.7,115.9,102.55,108.05,-0.018887
2011-05-09,109.25,117.63,103.88,110.25,0.010078
2011-05-10,110.92,112.57,98.21,107.23,-0.018849
2011-05-11,105.11,112.98,98.97,105.69,-0.033647
2011-05-12,107.74,113.83,99.65,107.07,-0.036794
2011-05-15,106.09,112.73,97.37,105.4,-0.063694
2011-05-16,,109.99,96.91,103.45,-0.09318
2011-05-17,105.44,112.3,100.1,105.95,-0.076286
2011-05-18,106.44,111.42,98.44,105.43,-0.086316
2011-05-19,106.21,112.39,99.49,106.03,-0.086421
2011-05-22,104.01,110.1,97.7,103.94,-0.124863
2011-05-23,105.49,112.53,99.59,105.87,-0.098288
2011-05-24,105.48,114.93,101.32,107.24,-0.063079
2011-05-25,108.65,115.05,100.23,107.98,-0.057026
2011-05-26,109.16,115.03,100.59,108.26,-0.06179
2011-05-29,108.16,114.68,,111.42,-0.039317
2011-05-30,109.66,116.73,102.7,109.7,-0.045007
2011-05-31,110.13,114.53,100.29,108.32,-0.053064
2011-06-01,107.83,115.54,100.4,107.92,-0.07737
2011-06-02,108.21,115.84,100.22,108.09,-0.082895
2011-06-05,108.15,114.48,99.01,107.21,-0.090207
2011-06-06,108.22,116.78,99.09,108.03,-0.082937
2011-06-07,109.41,117.85,100.74,109.33,-0.076839
2011-06-08,111.18,119.57,101.93,110.89,-0.068464
2011-06-09,112.04,118.78,99.29,110.04,-0.078315
2011-06-12,111.41,119.1,97.3,109.27,-0.084227
2011-06-13,111.49,120.16,99.37,110.34,-0.05797
2011-06-14,111.8,117.1,94.81,107.9,-0.061413
2011-06-15,108.25,114.02,94.95,105.74,-0.023908
2011-06-16,105.43,113.21,93.01,103.88,0.015842
2011-06-19,105.89,111.69,93.26,103.61,-0.041092
2011-06-20,106.87,110.95,93.4,103.74,-0.059048
2011-06-21,105.6,114.21,95.41,105.07,-0.020144
2011-06-22,106.14,107.26,91.02,101.47,-0.039928
2011-06-23,101.54,105.12,91.16,99.27,-0.07285
2011-06-26,101.07,105.99,90.61,99.22,-0.058634
2011-06-27,102.95,108.78,92.89,101.54,-0.018463
2011-06-28,104.74,112.4,94.77,103.97,-0.018688
2011-06-29,106.75,112.48,95.42,104.88,-0.005217
2011-06-30,105.57,111.77,94.94,104.09,-0.018297
2011-07-03,106.15,111.39,,108.77,0.046469
2011-07-04,105.1,113.61,96.89,105.2,-0.006329
2011-07-05,106.52,113.62,96.65,105.6,-0.015293
2011-07-06,108.47,118.59,98.67,108.58,0.005557
2011-07-07,111.89,118.33,96.2,108.81,0.00508
2011-07-10,110.32,117.24,95.15,107.57,-0.034554
2011-07-11,109.01,117.75,97.43,108.06,-0.01495
2011-07-12,111.55,118.78,98.05,109.46,0.010524
2011-07-13,110.82,118.32,95.69,108.28,0.003336
2011-07-14,109.8,117.26,97.24,108.1,9.3e-05
2011-07-17,110.89,116.05,95.93,107.62,0.003824
2011-07-18,111.07,117.06,97.5,108.54,0.004721
2011-07-19,112.1,118.15,98.14,109.46,0.001189
2011-07-20,111.5,117.51,99.13,109.38,-0.013617
2011-07-21,112.34,118.67,99.87,110.29,0.002272
2011-07-24,112.09,117.94,99.2,109.74,0.004301
2011-07-25,112.31,118.28,99.59,110.06,-0.002538
2011-07-26,112.27,117.43,97.4,109.03,0.010473
2011-07-27,112.28,117.36,97.44,109.03,0.031114
2011-07-28,111.1,116.74,95.7,107.85,0.038217
2011-07-31,113.21,116.81,94.89,108.3,0.045266
2011-08-01,109.98,116.46,93.79,106.74,0.028918
2011-08-02,109.59,113.23,91.93,104.92,-0.001428
2011-08-03,107.23,107.25,86.63,100.37,-0.010841
2011-08-04,101.05,109.37,86.88,99.1,-0.001713
2011-08-07,101.76,103.74,81.31,95.6,-0.036485
2011-08-08,,102.57,79.3,90.94,-0.104392
2011-08-09,100.03,106.68,82.89,96.53,-0.071559
2011-08-10,102.11,108.02,85.72,98.62,-0.059687
2011-08-11,102.28,108.03,85.38,98.56,-0.053127
2011-08-14,103.12,109.91,87.88,100.3,-0.077871
2011-08-15,103.42,109.47,86.65,99.85,-0.050856
2011-08-16,104.79,110.6,87.58,100.99,-0.043655
2011-08-17,105.04,106.99,82.38,98.14,-0.09615
2011-08-18,100.98,108.62,82.26,97.29,-0.105873
2011-08-21,101.96,108.36,84.12,98.15,-0.087571
2011-08-22,104.58,109.31,85.44,99.78,-0.076624
2011-08-23,104.73,110.15,85.16,100.01,-0.086333
2011-08-24,106.54,110.62,85.3,100.82,-0.068895
2011-08-25,105.98,111.36,85.37,100.9,-0.066605
2011-08-28,106.85,111.88,87.27,102.0,-0.052221
2011-08-29,,114.02,88.9,101.46,-0.065229
2011-08-30,109.73,114.85,88.81,104.46,-0.045679
2011-08-31,109.34,114.29,88.93,104.19,-0.047449
2011-09-01,108.93,112.33,86.45,102.57,-0.069997
2011-09-04,106.77,110.08,,108.42,-0.012028
2011-09-05,105.83,112.89,86.02,101.58,-0.077049
2011-09-06,108.73,115.8,89.34,104.62,-0.040448
2011-09-07,110.08,114.55,89.05,104.56,-0.040998
2011-09-08,109.15,112.77,87.24,103.05,-0.044506
2011-09-11,105.24,112.25,88.19,101.89,-0.059187
2011-09-12,106.32,111.89,90.21,102.81,-0.036818
2011-09-13,105.68,112.4,88.91,102.33,-0.024685
2011-09-14,105.4,115.34,89.4,103.38,0.029989
2011-09-15,108.2,112.22,87.96,102.79,0.037235
2011-09-18,107.83,109.14,85.7,100.89,0.055335
2011-09-19,106.1,110.54,86.89,101.18,0.112602
2011-09-20,107.11,110.36,85.92,101.13,0.047654
2011-09-21,104.38,105.49,80.51,96.79,-0.018556
2011-09-22,103.18,103.97,79.85,95.67,-0.029322
2011-09-25,99.74,103.94,80.24,94.64,-0.056431
2011-09-26,102.61,107.14,84.45,98.07,-0.017827
2011-09-27,103.49,103.81,81.21,96.17,-0.047727
2011-09-28,101.68,103.95,82.14,95.92,-0.022621
2011-09-29,100.61,102.76,79.2,94.19,-0.031864
2011-10-02,97.41,101.71,77.61,92.24,-0.060214
2011-10-03,96.76,99.79,75.67,90.74,-0.090599
2011-10-04,97.08,102.73,79.68,93.16,-0.068493
2011-10-05,98.67,105.73,82.59,95.66,-0.05118
2011-10-06,100.35,105.88,82.98,96.4,-0.044599
2011-10-09,101.31,108.95,85.41,98.56,-0.033725
2011-10-10,102.23,110.73,85.81,99.59,-0.018431
2011-10-11,104.71,111.36,85.57,100.55,-0.037431
2011-10-12,103.94,111.11,84.23,99.76,-0.042518
2011-10-13,105.25,114.68,86.8,102.24,-0.003217
2011-10-16,107.37,110.16,86.38,101.3,-0.065671
2011-10-17,105.22,111.15,88.34,101.57,-9.8e-05
2011-10-18,105.53,108.39,86.11,100.01,-0.044064
2011-10-19,105.38,109.76,85.3,100.15,-0.042177
2011-10-20,105.56,109.56,87.4,100.84,-0.021446
2011-10-23,107.08,111.45,91.27,103.27,0.013544
2011-10-24,106.98,110.92,93.17,103.69,0.008559
2011-10-25,,108.91,90.2,99.56,-0.027069
2011-10-26,106.97,112.08,93.96,104.34,0.009286
2011-10-27,107.13,109.91,93.32,103.45,0.006421
2011-10-30,105.8,109.56,93.19,102.85,0.019427
2011-10-31,103.65,109.54,92.19,101.79,0.006029
2011-11-01,106.24,109.34,92.51,102.7,0.015525
2011-11-02,104.31,110.83,94.07,103.07,0.064883
2011-11-03,107.0,111.97,94.26,104.41,0.091356
2011-11-06,,114.56,95.52,105.04,0.10989
2011-11-07,111.26,115.0,96.8,107.69,0.098093
2011-11-08,110.52,112.31,95.74,106.19,0.10419
2011-11-09,108.48,113.71,97.78,106.66,0.111968
2011-11-10,110.32,114.16,98.99,107.82,0.144708
2011-11-13,110.7,111.89,98.14,106.91,0.159042
2011-11-14,109.53,112.39,99.37,107.1,0.180295
2011-11-15,110.59,111.88,102.59,108.35,0.163053
2011-11-16,109.72,108.22,98.82,105.59,0.103805
2011-11-17,107.67,107.56,97.41,104.21,0.081017
2011-11-20,106.21,106.88,96.92,103.34,0.048498
2011-11-21,106.67,109.03,98.01,104.57,0.050005
2011-11-22,107.39,107.02,96.17,103.53,0.029637
2011-11-23,106.8,107.78,,107.29,0.075481
2011-11-24,106.32,106.4,96.77,103.16,0.008998
2011-11-27,107.18,109.0,98.21,104.8,0.034551
2011-11-28,107.35,110.82,99.79,105.99,0.043517
2011-11-29,108.26,110.52,100.36,106.38,0.063694
2011-11-30,107.39,108.99,100.2,105.53,0.053719
2011-12-01,107.56,109.94,100.96,106.15,0.052658
2011-12-04,108.8,109.81,100.99,106.53,0.031568
2011-12-05,107.31,110.81,101.28,106.47,0.026811
